# ci-unit-weights.tsv — the MEASURED cost of each verification unit, in seconds.
#
# WHAT THIS IS FOR. `ci-units.sh` packs units into shards longest-first, so it
# needs a cost per unit. Nothing here changes WHAT is verified; it changes only
# how the work is distributed, and a wrong number costs wall-clock balance and
# nothing else. That is why this is dated data with provenance rather than a
# tuned constant.
#
# EVERY ROW IS FROM ONE RUN: the job logs of run 34945072758 (engine-self-verify
# run #216), a full sharded pass on `ubuntu-latest` at `d2664cdb`, 2026-09-15.
# Harvested with:
#
#     gh api repos/WebDevBooster/richos/actions/jobs/<id>/logs   (all 12 shards)
#
# COVERAGE, AND ITS DATE. That run measured 137 units against an inventory of
# 137 — no gaps, nothing falling back to DEFAULT_WEIGHT. Then main moved the
# same afternoon (0e9f5fcf, two new hooks) and the inventory became 138. The
# one row that measurement could not contain is
# `scripts/hooks/left-off.test.sh`, and it is below with its own provenance:
# measured locally at 120.4 s, TWICE the 60 s the packer would have assumed.
#
# That is worth reading twice, because it is this file's whole thesis
# happening in real time. A unit landed, was packed at a number nobody had
# checked, and the drift report named it with its replacement row inside two
# minutes of the commit:
#
#   [  1/  1] scripts/hooks/left-off.test.sh    PASS 120.4s
#         WEIGHT-DRIFT  planned 60.0s, measured 120.4s (2.0x).
#         Replacement row for lib/ci-unit-weights.tsv:
#           scripts/hooks/left-off.test.sh	120.4	<this-run-id>
#
# Coverage is therefore a CLAIM WITH A DATE, exactly like every number here.
# It was complete at d2664cdb and it will go incomplete again at the next
# suite anyone adds. What is now guaranteed is not that it is complete — it is
# that it SAYS SO when it is not.
#
#   137 units, 7723 s serial. The largest, and they are what set the
#   wall clock:
#
#        2811.7 s  mega-lander/tests/workspace-spec-fourteen.test.sh
#         579.6 s  mega-lander/tests/workspaces.test.sh
#         402.9 s  scripts/hooks/contract-integrity.test.sh:WTI
#         345.1 s  scripts/hooks/by-reference.test.sh
#         176.7 s  scripts/hooks/contract-integrity.test.sh:WTR
#         171.3 s  scripts/hooks/ceo-todos.test.sh
#         170.1 s  scripts/hooks/verify-agent-prompt.test.sh
#         160.8 s  scripts/hooks/row-currency.test.sh
#
# WHY THIS REBUILD WAS NOT OPTIONAL, AND WHAT IT COST WHILE IT WAS WRONG.
# The previous version of this file predated the workspace-spec suites, so
# THIRTY-TWO of the inventory's 137 units carried no row and were packed at
# DEFAULT_WEIGHT = 60 s. One of them,
# `mega-lander/tests/workspace-spec-fourteen.test.sh`, actually costs 2811.7 s —
# FORTY-SEVEN TIMES the weight the packer gave it. The packer therefore put it
# in a shard with eleven other units, and that shard was the wall clock of
# every single push:
#
#     run #211  shard 12  3185 s        run #213  shard 12  3167 s
#     run #212  shard 12  3262 s        run #216  shard 12  3146 s
#
# measured with `gh api .../runs/<id>/jobs`. Every other shard in those runs
# finished in 194-1015 s. That is the whole of the "53.9 minutes per push"
# finding, and none of it was a slow test getting slower — it was one correct
# measurement that was never taken.
#
# THE FLOOR IS NOW HONEST AND IT IS NOT THE PACKING. 2811.7 s is the largest
# INDIVISIBLE unit, so no shard count can put the wall clock below it while
# that suite is one unit. With these weights the packer isolates it and the
# other 136 units spread across the remaining shards; the wall clock becomes
# that unit rather than that unit PLUS eleven strangers. Making CI faster than
# ~47 min therefore means sectioning that suite (as
# contract-integrity.test.sh is sectioned), not re-tuning this file.
#
# A WEIGHT THAT IS WRONG NOW REPORTS ITSELF. This file went stale silently and
# stayed stale for days because reading a run's durations back out was manual
# work nobody was assigned. `ci-shard.sh` now compares each unit's measured
# duration against the weight it was planned at and prints a WEIGHT-DRIFT line
# naming the replacement row; `ci-receipts.py verify --weights` does the same
# over the whole run and writes a ready-to-commit file. Re-measuring is now
# copying an artifact, not arithmetic.
#
# THE HISTORY OF THIS FILE IS THE ARGUMENT FOR RE-MEASURING IT. It has been
# rebuilt four times and every version was honestly wrong when it aged:
#
#   a macOS `--only` sweep       put WTI at 1500.1 s, taken at load average 34
#   the quiet-Mac record         had the same harness at 599 s (2026-09-04)
#   run 34423889101's receipts   said 870.7 s, on the runner
#   run 34434314424's receipts   said 381.6 s, after mutant concurrency landed
#   run 34945072758's job logs   says 402.9 s, and covers the whole inventory
#
# Five numbers for one harness, none of them wrong when taken. A weight is a
# measurement with a date, never a fact.
#
# A UNIT WITH NO ROW HERE IS NOT FREE. `ci-units.sh` gives it DEFAULT_WEIGHT and
# packs it as if it were average — never zero. That fallback is correct and it
# is also what hid the 47x error, which is why the drift report above exists.
#
# HOW TO RE-MEASURE: the coverage job runs
# `ci-shard.sh --verify-receipts` with `--weights`, which prints the drifted
# rows and uploads `ci-unit-weights.measured.tsv` as an artifact. Download it,
# replace the rows below, update the run id in this header. The plan changes;
# nothing else does.
#
# Columns:  unit-id <TAB> seconds <TAB> source
#
gates/unmanaged-assignment/lib/harness.test.sh	0.4	linux-run-34945072758
ass-kicker/tests/brief-provenance.test.sh	2.6	linux-run-34945072758
ass-kicker/tests/brief-scope.test.sh	22.7	linux-run-34945072758
scripts/check-census.test.sh	0.9	linux-run-34945072758
scripts/ci-affected-units.test.sh	4.8	linux-run-34945072758
scripts/ci-run-record-check.test.sh	1.4	linux-run-34945072758
scripts/ci-shard.test.sh	12.7	linux-run-34945072758
scripts/ci-surface-watch.test.sh	2.7	linux-run-34945072758
scripts/ci-units.test.sh	5.8	linux-run-34945072758
scripts/ci-verify.test.sh	0.2	linux-run-34945072758
scripts/cold-open.test.sh	4.3	linux-run-34945072758
scripts/collect-worktree-artifacts.test.sh	3.4	linux-run-34945072758
mega-lander/tests/create-teammate-worktree.test.sh	3.6	linux-run-34945072758
scripts/demo.test.sh	100.0	linux-run-34945072758
scripts/entrypoint-currency-lint.test.sh	1.3	linux-run-34945072758
scripts/handoff-facts.test.sh	1.4	linux-run-34945072758
scripts/hardware-choice-check.test.sh	0.7	linux-run-34945072758
scripts/hook-registration-completeness.test.sh	2.3	linux-run-34945072758
scripts/hooks/agent-state-claims.test.sh	3.5	linux-run-34945072758
scripts/hooks/by-reference.test.sh	345.1	linux-run-34945072758
scripts/hooks/ceo-asks.test.sh	53.7	linux-run-34945072758
scripts/hooks/ceo-inputs.test.sh	5.2	linux-run-34945072758
scripts/hooks/ceo-ruled.test.sh	19.3	linux-run-34945072758
scripts/hooks/ceo-todos.test.sh	171.3	linux-run-34945072758
scripts/hooks/completeness-commits.test.sh	6.7	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:CL	84.5	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:IL	113.3	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:IP	128.9	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:K	40.2	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:M	45.2	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:MC	45.0	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:MC6	64.5	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:MF	48.3	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:MT	34.4	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:N	18.2	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:P	51.5	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:Q	137.1	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:Qscope	43.6	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:RI	157.9	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:S	34.2	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:SA	71.9	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:WTI	402.9	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:WTR	176.7	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:base	130.8	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:config	30.4	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:manifest	81.3	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:python3	2.8	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:shim	54.2	linux-run-34945072758
scripts/hooks/contract-integrity.test.sh:worktree	28.2	linux-run-34945072758
scripts/hooks/detect-nonnative-worktree.test.sh	9.9	linux-run-34945072758
scripts/hooks/engine-status.test.sh	2.7	linux-run-34945072758
scripts/hooks/escalations.test.sh	4.6	linux-run-34945072758
scripts/hooks/guard-bash-main-writes.test.sh	2.1	linux-run-34945072758
scripts/hooks/guard-ci-red-lands.test.sh	19.3	linux-run-34945072758
scripts/hooks/guard-ci-turn-gate.test.sh	4.8	linux-run-34945072758
scripts/hooks/guard-definition-drift.test.sh	4.5	linux-run-34945072758
scripts/hooks/guard-dialect.test.sh	116.1	linux-run-34945072758
scripts/hooks/guard-idle-land.test.sh	9.9	linux-run-34945072758
scripts/hooks/guard-interactive-prompt.test.sh	13.2	linux-run-34945072758
scripts/hooks/guard-main-checkout-writes.test.sh	1.8	linux-run-34945072758
scripts/hooks/guard-model-ceiling.test.sh	68.9	linux-run-34945072758
scripts/hooks/guard-resume-isolation.test.sh	10.8	linux-run-34945072758
scripts/hooks/guard-sealed-worktree.test.sh	36.9	linux-run-34945072758
ass-kicker/tests/guard-stated-actions.test.sh	7.1	linux-run-34945072758
scripts/hooks/guard-stop-live-work.test.sh	2.4	linux-run-34945072758
scripts/hooks/guard-unresolved-claims.test.sh	13.6	linux-run-34945072758
scripts/hooks/guard-vendoring-commits.test.sh	42.4	linux-run-34945072758
